timestamp,temp,humidity,light,wind_speed,forecast_rain,forecast_rain_d0,forecast_rain_d1,forecast_rain_d2,soil_moist_shallow,soil_moist_deep,soil_moist_avg,soil_moist_diff,soil_moist_ratio,soil_moist_trend_1h,eto,etc,kc,depletion,depletion_ratio,depletion_shallow,depletion_deep,taw,raw,soil_moist_deficit,temp_x_humidity,solar_x_temp,soil_x_depletion,growth_stage,crop_type,soil_type,actual_irrigation_mm_next_24h,depletion_after_24h
2025-01-11 06:00:00,31.1,73.4,-979.0,2.9,22.6,11.1,1.2,9.0,47.8,48.5,48.1,-0.7,0.99,0.73,0.257,0.1414,0.55,5.09,0.041,2.03,3.05,120,60.0,0,2282.7,-30.45,1.98,initial,vegetable,loam,0.0,0.48
2025-01-11 07:00:00,30.1,77.1,3993.0,4.0,8.5,19.7,14.6,8.1,50.8,52.9,51.8,-2.1,0.96,-0.04,0.2899,0.1594,0.55,5.25,0.042,2.1,3.15,120,60.0,0,2320.7,120.19,2.2,initial,vegetable,loam,0.0,0.79
2025-01-11 08:00:00,30.5,71.8,26612.0,4.7,6.3,9.6,6.0,3.3,52.2,48.2,50.2,4.0,1.08,-0.44,0.4653,0.2559,0.55,3.85,0.044,1.54,2.31,120,60.0,0,2189.9,811.67,2.19,initial,vegetable,loam,0.0,1.14
2025-01-11 09:00:00,31.7,65.2,12645.0,3.4,20.2,19.0,13.9,5.6,50.3,49.9,50.1,0.4,1.01,0.43,0.3867,0.2127,0.55,4.06,0.032,1.63,2.44,120,60.0,0,2066.8,400.85,1.61,initial,vegetable,loam,0.0,1.52
2025-01-11 10:00:00,31.6,68.3,17057.0,1.6,17.2,14.8,0.6,8.9,48.9,46.7,47.8,2.2,1.05,0.08,0.3863,0.2897,0.75,3.26,0.027,1.31,1.96,150,75.0,0,2158.3,539.0,1.29,development,corn,clay,0.0,1.89
2025-01-11 11:00:00,33.4,65.0,67050.0,3.0,18.9,4.7,13.0,1.3,48.7,51.1,49.9,-2.4,0.95,0.52,0.5,0.375,0.75,3.64,0.022,1.46,2.18,150,75.0,0,2171.0,2239.47,1.09,development,corn,clay,0.0,2.27
2025-01-11 12:00:00,34.2,68.8,25368.0,4.0,22.3,17.0,7.7,1.6,53.0,54.2,53.6,-1.2,0.98,0.09,0.4292,0.3219,0.75,2.19,0.024,0.88,1.31,150,75.0,0,2353.0,867.59,1.3,development,corn,clay,0.0,2.64
2025-01-11 13:00:00,33.8,70.7,20007.0,2.0,14.1,18.6,10.6,2.7,46.3,51.9,49.1,-5.6,0.89,0.09,0.4505,0.3379,0.75,2.53,0.015,1.01,1.52,150,75.0,0,2389.7,676.24,0.72,development,corn,clay,0.0,3.02
2025-01-11 14:00:00,33.4,64.5,17123.0,2.4,8.3,18.2,11.2,6.9,51.4,53.7,52.6,-2.3,0.96,0.96,0.3956,0.2967,0.75,1.36,0.017,0.54,0.81,150,75.0,0,2154.3,571.91,0.89,development,corn,clay,0.0,3.39
2025-01-11 15:00:00,33.4,64.5,12144.0,2.6,5.4,16.3,11.5,0.1,47.4,53.3,50.3,-5.9,0.89,0.02,0.4365,0.3274,0.75,1.68,0.009,0.67,1.01,150,75.0,0,2154.3,405.61,0.45,development,corn,clay,0.0,3.77
2025-01-11 16:00:00,32.6,79.2,26339.0,2.5,12.0,7.3,7.0,6.8,48.5,52.2,50.4,-3.7,0.93,-0.73,0.4007,0.3005,0.75,1.98,0.011,0.79,1.19,150,75.0,0,2581.9,858.65,0.57,development,corn,clay,0.0,4.14
2025-01-11 17:00:00,33.2,61.4,13846.0,3.4,11.0,4.8,1.0,9.9,44.9,52.9,48.9,-8.0,0.85,-0.26,0.3726,0.2794,0.75,0.0,0.013,0.0,0.0,150,75.0,0,2038.5,459.69,0.65,development,corn,clay,0.0,4.5
2025-01-11 18:00:00,33.1,55.8,40.0,4.2,17.0,14.2,10.2,7.2,52.3,52.0,52.2,0.3,1.01,-0.43,0.0328,0.0246,0.75,0.02,0.0,0.01,0.01,150,75.0,0,1847.0,1.32,0.0,development,corn,clay,0.0,4.53
2025-01-11 19:00:00,32.8,65.1,9.0,3.9,9.4,12.1,11.8,9.1,46.2,48.1,47.2,-1.9,0.96,-0.04,0.0336,0.0252,0.75,0.05,0.0,0.02,0.03,150,75.0,0,2135.3,0.3,0.01,development,corn,clay,0.0,4.54
2025-01-11 20:00:00,32.1,65.1,5.0,1.5,10.2,16.7,11.4,1.8,49.3,52.7,51.0,-3.4,0.94,-0.51,0.034,0.0255,0.75,0.08,0.0,0.03,0.05,150,75.0,0,2089.7,0.16,0.02,development,corn,clay,0.0,4.57
2025-01-11 21:00:00,32.3,68.2,13.0,2.2,22.0,11.0,13.0,5.8,47.4,55,51.2,-7.6,0.86,0.45,0.0472,0.0354,0.75,0.11,0.001,0.04,0.07,150,75.0,0,2202.9,0.42,0.03,development,corn,clay,0.0,4.6
2025-01-11 22:00:00,30.6,64.9,15.0,1.2,22.1,5.3,3.0,4.1,52.7,50.8,51.7,2.0,1.04,-0.32,0.0285,0.0214,0.75,0.13,0.001,0.05,0.08,150,75.0,0,1985.9,0.46,0.04,development,corn,clay,0.0,4.6
2025-01-11 23:00:00,30.4,61.6,9.0,3.5,5.1,7.6,11.4,1.7,50.3,48.6,49.4,1.7,1.04,0.06,0.0382,0.0286,0.75,0.16,0.001,0.06,0.1,150,75.0,0,1872.6,0.27,0.04,development,corn,clay,0.0,4.64
2025-01-12 00:00:00,24.5,69.0,32.0,2.6,1.9,0.4,0.0,0.0,49.6,52.2,50.9,-2.6,0.95,-0.41,0.01,0.0075,0.75,0.17,0.001,0.07,0.1,150,75.0,0,1690.5,0.78,0.05,development,corn,clay,0.0,4.66
2025-01-12 01:00:00,26.7,66.4,31.0,2.0,1.4,0.3,0.1,0.0,54.2,50.9,52.5,3.2,1.06,-0.16,0.0192,0.0144,0.75,0.18,0.001,0.07,0.11,150,75.0,0,1772.9,0.83,0.06,development,corn,clay,0.0,4.69
2025-01-12 02:00:00,26.5,60.0,15.0,3.9,1.2,0.3,0.9,0.0,46.4,55,50.7,-8.6,0.84,-0.2,0.0498,0.0373,0.75,0.22,0.001,0.09,0.13,150,75.0,0,1590.0,0.4,0.06,development,corn,clay,0.0,4.72
2025-01-12 03:00:00,28.0,73.2,20.0,1.9,1.5,0.1,0.7,0.0,47.8,52.9,50.3,-5.1,0.9,0.42,0.0295,0.0221,0.75,0.24,0.001,0.1,0.15,150,75.0,0,2049.6,0.56,0.07,development,corn,clay,0.0,4.75
2025-01-12 04:00:00,28.4,61.2,44.0,2.0,1.1,0.0,1.0,0.0,49.6,51.6,50.6,-2.0,0.96,-0.19,0.0331,0.0248,0.75,0.27,0.002,0.11,0.16,150,75.0,0,1738.1,1.25,0.08,development,corn,clay,0.0,4.77
2025-01-12 05:00:00,28.5,67.6,24.0,1.6,1.4,0.6,0.3,0.0,52.5,51.1,51.8,1.4,1.03,-0.34,0.0331,0.0248,0.75,0.29,0.002,0.12,0.17,150,75.0,0,1926.6,0.68,0.09,development,corn,clay,0.0,4.81
2025-01-12 06:00:00,30.1,69.2,114.0,3.9,0.2,0.1,0.1,0.0,50.6,53.2,51.9,-2.6,0.95,-0.05,0.2518,0.1889,0.75,0.48,0.002,0.19,0.29,150,75.0,0,2082.9,3.43,0.1,development,corn,clay,0.0,4.98
2025-01-12 07:00:00,32.9,71.0,14077.0,2.2,0.1,0.5,0.2,0.0,48.8,54.9,51.8,-6.1,0.89,0.01,0.4109,0.3082,0.75,0.79,0.003,0.32,0.47,150,75.0,0,2335.9,463.13,0.17,development,corn,clay,0.0,5.21
2025-01-12 08:00:00,34.1,62.5,26528.0,1.4,1.0,0.7,0.1,0.0,49.7,53.3,51.5,-3.6,0.93,0.42,0.4747,0.356,0.75,1.14,0.005,0.46,0.69,150,75.0,0,2131.2,904.6,0.27,development,corn,clay,0.0,5.45
2025-01-12 09:00:00,32.7,56.6,40051.0,1.7,0.1,0.3,0.8,0.0,54.3,54.6,54.4,-0.3,0.99,0.47,0.5,0.375,0.75,1.52,0.008,0.61,0.91,150,75.0,0,1850.8,1309.67,0.42,development,corn,clay,0.0,5.75
2025-01-12 10:00:00,35.5,59.4,53175.0,2.4,0.9,0.6,0.9,0.0,54.2,53.7,54.0,0.5,1.01,0.21,0.5,0.375,0.75,1.89,0.01,0.76,1.14,150,75.0,0,2108.7,1887.71,0.55,development,corn,clay,0.0,6.02
2025-01-12 11:00:00,34.7,61.1,66573.0,2.5,1.7,0.8,0.6,0.0,48.2,51.4,49.8,-3.2,0.94,-0.16,0.5,0.375,0.75,2.27,0.013,0.91,1.36,150,75.0,0,2120.2,2310.08,0.63,development,corn,clay,0.0,6.34
2025-01-12 12:00:00,34.5,56.4,79423.0,4.2,1.4,0.2,0.4,0.0,49.0,51.9,50.5,-2.9,0.94,-0.38,0.5,0.375,0.75,2.64,0.015,1.06,1.59,150,75.0,0,1945.8,2740.09,0.76,development,corn,clay,0.0,6.65
2025-01-12 13:00:00,31.9,62.1,66623.0,4.7,0.2,0.4,0.0,0.0,52.0,50.6,51.3,1.4,1.03,-0.72,0.5,0.375,0.75,3.02,0.018,1.21,1.81,150,75.0,0,1981.0,2125.27,0.9,development,corn,clay,0.0,6.99
2025-01-12 14:00:00,34.2,51.1,52066.0,3.7,0.7,0.5,0.7,0.0,52.9,53.1,53.0,-0.1,1.0,0.0,0.5,0.375,0.75,3.39,0.02,1.36,2.04,150,75.0,0,1747.6,1780.66,1.07,development,corn,clay,0.0,5.16
2025-01-12 15:00:00,35.0,54.8,39559.0,4.4,1.1,1.0,0.1,0.0,47.8,53.6,50.7,-5.8,0.89,-0.79,0.5,0.375,0.75,3.77,0.023,1.51,2.26,150,75.0,0,1918.0,1384.56,1.15,development,corn,clay,0.0,5.53
2025-01-12 16:00:00,33.9,56.4,26296.0,4.9,0.1,0.2,0.6,0.0,47.3,52.1,49.7,-4.8,0.91,-0.87,0.4978,0.3734,0.75,4.14,0.025,1.66,2.49,150,75.0,0,1912.0,891.43,1.25,development,corn,clay,0.0,5.8
2025-01-12 17:00:00,33.8,48.6,13649.0,2.8,0.2,0.5,0.7,0.0,50.9,51.1,51.0,-0.2,1.0,-0.0,0.4718,0.3538,0.75,4.5,0.028,1.8,2.7,150,75.0,0,1642.7,461.34,1.41,development,corn,clay,0.0,3.73
2025-01-12 18:00:00,34.2,61.3,31.0,2.2,1.0,0.2,0.7,0.0,48.3,51.6,50.0,-3.3,0.94,0.09,0.0475,0.0356,0.75,4.53,0.03,1.81,2.72,150,75.0,0,2096.5,1.06,1.5,development,corn,clay,0.0,3.76
2025-01-12 19:00:00,33.5,51.7,24.0,3.6,1.4,0.1,0.8,0.0,47.4,49.0,48.2,-1.6,0.97,0.79,0.0111,0.0083,0.75,4.54,0.03,1.82,2.72,150,75.0,0,1732.0,0.8,1.46,development,corn,clay,0.0,3.77
2025-01-12 20:00:00,32.4,58.2,26.0,3.8,0.1,0.2,0.1,0.0,48.7,50.2,49.4,-1.5,0.97,-0.25,0.0358,0.0268,0.75,4.57,0.03,1.83,2.74,150,75.0,0,1885.7,0.84,1.5,development,corn,clay,0.0,3.78
2025-01-12 21:00:00,30.1,65.4,23.0,4.1,1.4,0.1,0.4,0.0,47.7,52.5,50.1,-4.8,0.91,-0.57,0.0463,0.0347,0.75,4.6,0.03,1.84,2.76,150,75.0,0,1968.5,0.69,1.52,development,corn,clay,0.0,3.79
2025-01-12 22:00:00,29.8,55.7,33.0,4.8,0.3,0.5,0.5,0.0,54.2,49.6,51.9,4.6,1.09,-0.59,0.0024,0.0018,0.75,4.6,0.031,1.84,2.76,150,75.0,0,1659.9,0.98,1.59,development,corn,clay,0.0,3.81
2025-01-12 23:00:00,28.7,64.8,29.0,3.9,0.3,0.4,0.6,0.0,48.0,49.1,48.6,-1.1,0.98,-0.01,0.0441,0.0331,0.75,4.64,0.031,1.85,2.78,150,75.0,0,1859.8,0.83,1.49,development,corn,clay,0.0,3.83
2025-01-13 00:00:00,25.0,68.7,14.0,4.9,24.4,10.7,2.0,4.1,48.9,49.4,49.1,-0.5,0.99,-0.3,0.035,0.0263,0.75,4.66,0.031,1.87,2.8,150,75.0,0,1717.5,0.35,1.52,development,corn,clay,0.0,3.86
2025-01-13 01:00:00,22.5,81.5,10.0,3.5,10.8,8.9,10.1,9.8,47.2,53.4,50.3,-6.1,0.89,-0.15,0.0325,0.0244,0.75,4.69,0.031,1.88,2.81,150,75.0,0,1833.8,0.23,1.56,development,corn,clay,0.0,3.89
2025-01-13 02:00:00,25.9,74.5,18.0,2.9,16.4,14.3,6.3,7.5,47.6,54.8,51.2,-7.2,0.87,0.22,0.0421,0.0316,0.75,4.72,0.031,1.89,2.83,150,75.0,0,1929.5,0.47,1.6,development,corn,clay,0.0,3.92
2025-01-13 03:00:00,26.1,76.7,10.0,4.0,8.2,7.9,3.8,8.4,52.4,50.1,51.3,2.3,1.05,0.8,0.0345,0.0259,0.75,4.75,0.031,1.9,2.85,150,75.0,0,2001.9,0.26,1.61,development,corn,clay,0.0,3.94
2025-01-13 04:00:00,28.9,67.7,43.0,4.0,22.3,15.6,8.4,2.4,49.6,49.5,49.6,0.2,1.0,-0.58,0.0392,0.0294,0.75,4.77,0.032,1.91,2.86,150,75.0,0,1956.5,1.24,1.57,development,corn,clay,0.0,3.95
2025-01-13 05:00:00,27.4,94.2,16.0,3.2,5.3,7.3,9.3,7.8,46.7,53.2,49.9,-6.5,0.88,-0.96,0.0435,0.0326,0.75,4.81,0.032,1.92,2.88,150,75.0,0,2581.1,0.44,1.59,development,corn,clay,0.0,3.96
2025-01-13 06:00:00,29.5,72.7,-651.0,4.1,24.3,8.0,2.7,6.8,49.6,52.2,50.9,-2.6,0.95,-0.48,0.2296,0.1722,0.75,4.98,0.032,1.99,2.99,150,75.0,0,2144.7,-19.2,1.63,development,corn,clay,0.0,4.18
2025-01-13 07:00:00,31.4,75.4,4075.0,3.3,10.1,8.6,10.6,1.5,51.0,55,53.0,-4.0,0.93,0.36,0.3126,0.2344,0.75,5.21,0.033,2.09,3.13,150,75.0,0,2367.6,127.95,1.76,development,corn,clay,0.0,4.36
2025-01-13 08:00:00,31.5,72.9,7911.0,4.1,11.4,6.7,2.8,0.7,45.6,52.2,48.9,-6.6,0.87,0.3,0.3113,0.2335,0.75,5.45,0.035,2.18,3.27,150,75.0,0,2296.4,249.2,1.7,development,corn,clay,0.0,4.64
2025-01-13 09:00:00,33.3,64.0,12912.0,1.9,20.1,12.0,14.9,8.2,48.7,46.8,47.8,1.9,1.04,0.36,0.4065,0.3049,0.75,5.75,0.036,2.3,3.45,150,75.0,0,2131.2,429.97,1.73,development,corn,clay,0.0,4.07
2025-01-13 10:00:00,31.1,59.4,16486.0,4.7,23.9,9.6,8.1,2.8,49.9,49.1,49.5,0.8,1.02,0.18,0.3616,0.2712,0.75,6.02,0.038,2.41,3.61,150,75.0,0,1847.3,512.71,1.9,development,corn,clay,0.0,4.44
2025-01-13 11:00:00,32.4,69.7,20638.0,3.1,24.0,5.8,14.3,5.4,48.6,51.4,50.0,-2.7,0.95,-0.99,0.4228,0.3171,0.75,6.34,0.04,2.54,3.8,150,75.0,0,2258.3,668.67,2.01,development,corn,clay,0.0,4.82
2025-01-13 12:00:00,35.1,68.7,24600.0,4.1,17.9,19.0,11.2,1.5,47.9,51.5,49.7,-3.6,0.93,0.84,0.4092,0.3069,0.75,6.65,0.042,2.66,3.99,150,75.0,0,2411.4,863.46,2.1,development,corn,clay,0.0,3.72
2025-01-13 13:00:00,34.7,62.0,20670.0,2.0,12.8,13.7,6.5,0.2,45.2,48.2,46.7,-3.0,0.94,-0.57,0.4561,0.3421,0.75,6.99,0.044,2.8,4.19,150,75.0,0,2151.4,717.25,2.07,development,corn,clay,0.0,4.04
2025-01-13 14:00:00,33.8,64.1,16880.0,4.1,11.0,4.5,11.5,4.4,44.7,51.0,47.9,-6.3,0.88,0.33,0.426,0.3195,0.75,5.16,0.047,2.06,3.1,150,75.0,0,2166.6,570.54,2.23,development,corn,clay,0.0,4.37
2025-01-13 15:00:00,34.7,53.1,39640.0,1.6,18.5,18.5,11.9,7.3,54.0,50.0,52.0,4.0,1.08,-0.09,0.5,0.375,0.75,5.53,0.034,2.21,3.32,150,75.0,0,1842.6,1375.51,1.79,development,corn,clay,0.0,4.75
2025-01-13 16:00:00,32.4,63.5,8736.0,4.0,23.1,8.8,6.2,6.5,49.8,52.1,51.0,-2.3,0.96,0.17,0.3563,0.2672,0.75,5.8,0.037,2.32,3.48,150,75.0,0,2057.4,283.05,1.88,development,corn,clay,0.0,5.07
2025-01-13 17:00:00,32.5,70.0,3236.0,4.4,23.6,19.9,6.9,5.5,49.7,49.1,49.4,0.7,1.01,0.04,0.3233,0.2425,0.75,3.73,0.039,1.49,2.24,150,75.0,0,2275.0,105.17,1.91,development,corn,clay,0.0,5.31
2025-01-13 18:00:00,32.4,65.2,31.0,4.6,11.4,10.7,9.2,3.1,46.5,50.5,48.5,-4.0,0.92,-0.21,0.0292,0.0219,0.75,3.76,0.025,1.5,2.25,150,75.0,0,2112.5,1.0,1.21,development,corn,clay,0.0,5.32
2025-01-13 19:00:00,33.3,66.4,37.0,2.7,21.8,5.3,11.0,8.8,51.2,50.2,50.7,1.1,1.02,0.33,0.0231,0.0173,0.75,3.77,0.025,1.51,2.26,150,75.0,0,2211.1,1.23,1.27,development,corn,clay,0.0,5.36
2025-01-13 20:00:00,32.1,73.4,42.0,4.4,7.8,12.2,3.9,8.9,49.6,51.4,50.5,-1.8,0.97,-0.13,0.0038,0.0029,0.75,3.78,0.025,1.51,2.27,150,75.0,0,2356.1,1.35,1.27,development,corn,clay,0.0,5.39
2025-01-13 21:00:00,30.5,63.1,45.0,3.2,15.9,20.0,7.1,7.8,51.4,51.8,51.6,-0.5,0.99,0.85,0.0183,0.0137,0.75,3.79,0.025,1.52,2.27,150,75.0,0,1924.5,1.37,1.3,development,corn,clay,0.0,5.4
2025-01-13 22:00:00,29.2,75.0,26.0,2.6,15.0,14.3,12.7,8.1,50.9,53.3,52.1,-2.4,0.96,-0.3,0.0307,0.023,0.75,3.81,0.025,1.53,2.29,150,75.0,0,2190.0,0.76,1.32,development,corn,clay,0.0,5.41
2025-01-13 23:00:00,28.7,63.0,37.0,2.9,12.2,6.7,7.3,0.6,42.5,52.5,47.5,-10.1,0.81,0.09,0.0185,0.0139,0.75,3.83,0.025,1.53,2.3,150,75.0,0,1808.1,1.06,1.21,development,corn,clay,0.0,5.41
2025-01-14 00:00:00,21.4,80.2,23.0,1.2,24.6,8.5,10.6,5.2,50.3,49.9,50.1,0.4,1.01,-0.3,0.0415,0.0311,0.75,3.86,0.026,1.54,2.31,150,75.0,0,1716.3,0.49,1.28,development,corn,clay,0.0,5.43
2025-01-14 01:00:00,23.7,69.2,42.0,3.1,12.5,18.4,7.7,3.5,52.4,48.9,50.7,3.4,1.07,0.05,0.0434,0.0326,0.75,3.89,0.026,1.56,2.33,150,75.0,0,1640.0,1.0,1.3,development,corn,clay,0.0,5.46
2025-01-14 02:00:00,24.7,73.2,8.0,1.3,17.9,6.6,2.8,3.6,50.7,52.2,51.4,-1.5,0.97,0.3,0.0359,0.0269,0.75,3.92,0.026,1.57,2.35,150,75.0,0,1808.0,0.2,1.33,development,corn,clay,0.0,5.46
2025-01-14 03:00:00,25.0,69.6,8.0,4.3,5.4,3.7,8.6,1.6,49.4,53.7,51.6,-4.4,0.92,0.16,0.0315,0.0236,0.75,3.94,0.026,1.58,2.36,150,75.0,0,1740.0,0.2,1.35,development,corn,clay,0.0,5.5
2025-01-14 04:00:00,28.0,73.7,48.0,3.4,16.3,3.3,10.8,6.6,51.9,52.3,52.1,-0.4,0.99,1.0,0.0142,0.0106,0.75,3.95,0.026,1.58,2.37,150,75.0,0,2063.6,1.34,1.37,development,corn,clay,0.0,5.53
2025-01-14 05:00:00,29.0,83.1,40.0,4.3,8.6,14.2,4.0,7.2,45.5,48.7,47.1,-3.1,0.94,0.19,0.0171,0.0128,0.75,3.96,0.026,1.59,2.38,150,75.0,0,2409.9,1.16,1.24,development,corn,clay,0.0,5.55
2025-01-14 06:00:00,29.7,80.8,292.0,3.0,13.4,5.5,1.4,4.8,48.4,50.8,49.6,-2.4,0.95,0.12,0.2907,0.218,0.75,4.18,0.026,1.67,2.51,150,75.0,0,2399.8,8.67,1.31,development,corn,clay,0.0,5.72
2025-01-14 07:00:00,29.7,76.6,4196.0,3.4,21.6,18.2,11.6,6.5,48.6,53.5,51.1,-4.9,0.91,0.17,0.2332,0.1749,0.75,4.36,0.028,1.74,2.61,150,75.0,0,2275.0,124.62,1.42,development,corn,clay,0.0,5.93
2025-01-14 08:00:00,32.5,68.6,7844.0,4.0,20.2,14.8,1.5,1.3,49.6,55,52.3,-5.4,0.9,-0.21,0.3792,0.2844,0.75,4.64,0.029,1.86,2.78,150,75.0,0,2229.5,254.93,1.52,development,corn,clay,0.0,6.27
2025-01-14 09:00:00,34.9,68.0,13229.0,4.2,16.6,5.0,0.1,6.5,46.5,50.2,48.3,-3.7,0.93,-0.31,0.4182,0.3136,0.75,4.07,0.031,1.63,2.44,150,75.0,0,2373.2,461.69,1.5,development,corn,clay,0.0,6.65
2025-01-14 10:00:00,32.0,69.6,53213.0,4.0,13.3,16.3,7.2,3.7,49.0,52.9,50.9,-3.9,0.93,-0.44,0.5,0.375,0.75,4.44,0.027,1.78,2.66,150,75.0,0,2227.2,1702.82,1.38,development,corn,clay,0.0,7.02
2025-01-14 11:00:00,35.0,69.5,66087.0,4.0,13.9,14.9,2.4,2.1,50.6,50.1,50.3,0.5,1.01,-0.74,0.5,0.375,0.75,4.82,0.03,1.93,2.89,150,75.0,0,2432.5,2313.05,1.49,development,corn,clay,0.0,7.4
2025-01-14 12:00:00,33.9,65.8,25236.0,4.7,13.7,4.1,3.3,0.8,53.0,50.8,51.9,2.2,1.04,-0.78,0.4817,0.3613,0.75,3.72,0.032,1.49,2.23,150,75.0,0,2230.6,855.5,1.67,development,corn,clay,0.0,7.77
2025-01-14 13:00:00,33.7,74.8,20523.0,3.6,13.8,6.4,9.9,8.0,49.9,49.8,49.9,0.1,1.0,-0.04,0.4253,0.319,0.75,4.04,0.025,1.61,2.42,150,75.0,0,2520.8,691.63,1.24,development,corn,clay,0.0,8.15
2025-01-14 14:00:00,34.9,65.9,16959.0,5.0,20.6,9.0,5.9,5.9,49.0,50.4,49.7,-1.5,0.97,0.35,0.451,0.3382,0.75,4.37,0.027,1.75,2.62,150,75.0,0,2299.9,591.87,1.34,development,corn,clay,0.0,8.52
2025-01-14 15:00:00,34.5,69.4,39765.0,4.9,10.5,13.3,2.9,9.3,47.9,51.7,49.8,-3.8,0.93,0.12,0.5,0.375,0.75,4.75,0.029,1.9,2.85,150,75.0,0,2394.3,1371.89,1.45,development,corn,clay,0.0,8.9
2025-01-14 16:00:00,35.8,61.4,9318.0,4.3,16.5,14.8,14.5,5.6,49.3,46.0,47.6,3.3,1.07,-0.54,0.4233,0.3175,0.75,5.07,0.032,2.03,3.04,150,75.0,0,2198.1,333.58,1.51,development,corn,clay,0.0,9.23
2025-01-14 17:00:00,33.8,68.4,4209.0,1.3,17.7,19.9,10.2,2.3,55,54.8,54.9,0.2,1.0,0.06,0.3302,0.2476,0.75,5.31,0.034,2.13,3.19,150,75.0,0,2311.9,142.26,1.85,development,corn,clay,0.0,9.5
2025-01-14 18:00:00,34.5,69.5,41.0,1.3,23.6,11.1,5.3,8.9,53.1,49.9,51.5,3.1,1.06,0.5,0.0135,0.0101,0.75,5.32,0.035,2.13,3.19,150,75.0,0,2397.8,1.41,1.82,development,corn,clay,0.0,9.52
2025-01-14 19:00:00,31.7,66.7,10.0,1.8,10.0,13.5,2.3,1.1,42.7,49.6,46.2,-6.9,0.86,-0.66,0.046,0.0345,0.75,5.36,0.035,2.14,3.21,150,75.0,0,2114.4,0.32,1.64,development,corn,clay,0.0,9.52
2025-01-14 20:00:00,32.0,61.2,2.0,2.9,17.4,11.4,14.8,9.0,40.1,51.3,45.7,-11.2,0.78,0.35,0.0434,0.0326,0.75,5.39,0.036,2.16,3.23,150,75.0,0,1958.4,0.06,1.63,development,corn,clay,0.0,9.53
2025-01-14 21:00:00,30.6,67.0,40.0,2.9,15.8,11.5,5.9,6.9,48.3,54.0,51.1,-5.7,0.89,-0.11,0.0087,0.0065,0.75,5.4,0.036,2.16,3.24,150,75.0,0,2050.2,1.22,1.84,development,corn,clay,0.0,9.56
2025-01-14 22:00:00,30.1,68.2,11.0,3.3,11.5,13.4,3.9,5.5,44.7,51.4,48.0,-6.7,0.87,-0.39,0.0119,0.0089,0.75,5.41,0.036,2.16,3.24,150,75.0,0,2052.8,0.33,1.73,development,corn,clay,0.0,9.57
2025-01-14 23:00:00,30.2,67.4,43.0,2.1,8.6,5.2,8.6,2.3,46.0,50.7,48.4,-4.8,0.91,0.36,0.005,0.0037,0.75,5.41,0.036,2.16,3.25,150,75.0,0,2035.5,1.3,1.74,development,corn,clay,0.0,9.58
2025-01-15 00:00:00,21.3,70.0,7.0,4.8,0.3,0.8,0.2,0.0,54.6,50.8,52.7,3.8,1.07,-0.79,0.025,0.0188,0.75,5.43,0.036,2.17,3.26,150,75.0,0,1491.0,0.15,1.9,development,corn,clay,0.0,9.61
2025-01-15 01:00:00,23.8,66.9,28.0,3.3,0.8,0.7,0.1,0.0,46.3,48.1,47.2,-1.9,0.96,0.1,0.0407,0.0305,0.75,5.46,0.036,2.18,3.28,150,75.0,0,1592.2,0.67,1.71,development,corn,clay,0.0,9.61
2025-01-15 02:00:00,24.5,66.8,18.0,3.2,1.9,0.3,0.0,0.0,53.9,47.1,50.5,6.8,1.14,0.21,0.0061,0.0046,0.75,5.46,0.036,2.19,3.28,150,75.0,0,1636.6,0.44,1.84,development,corn,clay,0.0,9.64
2025-01-15 03:00:00,28.4,60.4,39.0,2.4,1.3,0.5,0.7,0.0,47.2,49.7,48.5,-2.5,0.95,0.28,0.0445,0.0334,0.75,5.5,0.036,2.2,3.3,150,75.0,0,1715.4,1.11,1.77,development,corn,clay,0.0,9.64
2025-01-15 04:00:00,27.7,60.8,8.0,4.2,0.7,0.6,0.6,0.0,50.3,51.4,50.9,-1.1,0.98,0.06,0.0424,0.0318,0.75,5.53,0.037,2.21,3.32,150,75.0,0,1684.2,0.22,1.86,development,corn,clay,0.0,9.65
2025-01-15 05:00:00,30.3,69.7,32.0,2.1,0.9,0.9,0.4,0.0,51.0,52.9,52.0,-1.9,0.96,-0.11,0.0293,0.022,0.75,5.55,0.037,2.22,3.33,150,75.0,0,2111.9,0.97,1.92,development,corn,clay,0.0,9.65
2025-01-15 06:00:00,30.4,71.7,-103.0,4.8,1.4,0.1,0.2,0.0,49.6,51.3,50.5,-1.8,0.97,0.46,0.2203,0.1652,0.75,5.72,0.037,2.29,3.43,150,75.0,0,2179.7,-3.13,1.87,development,corn,clay,0.0,9.89
2025-01-15 07:00:00,30.1,75.9,13416.0,4.1,0.2,0.3,0.2,0.0,43.5,50.3,46.9,-6.8,0.86,0.35,0.2821,0.2116,0.75,5.93,0.038,2.37,3.56,150,75.0,0,2284.6,403.82,1.79,development,corn,clay,0.0,10.22
2025-01-15 08:00:00,31.6,76.6,27315.0,1.1,1.3,0.9,0.3,0.0,40.6,51.6,46.1,-11.1,0.79,-0.39,0.4575,0.3431,0.75,6.27,0.04,2.51,3.76,150,75.0,0,2420.6,863.15,1.82,development,corn,clay,0.0,10.48
2025-01-15 09:00:00,32.3,46.7,40449.0,3.8,0.4,0.6,0.6,0.0,45.6,47.9,46.8,-2.3,0.95,-0.1,0.5,0.375,0.75,6.65,0.042,2.66,3.99,150,75.0,0,1508.4,1306.5,1.96,development,corn,clay,0.0,10.86
